Codigo_venta,Product_id,Empleado_id,Quantity,Dia,Month,Year,Sales,Igv,Total,Moneda,Estado,Tipo_comp
314,P0144,2,2,12,January,2025,174.68,31.44,206.12,PEN,Procedió,Nota de crédito
315,P0070,14,7,25,January,2024,661.22,0.0,661.22,PEN,Anulado,Boleta
316,P0071,11,2,21,January,2024,316.62,0.0,316.62,PEN,Anulado,Factura
317,P0100,2,5,4,January,2024,62.25,11.21,73.46,PEN,Procedió,Nota de crédito
318,P0075,4,7,20,January,2024,1369.69,246.54,1616.23,PEN,Procedió,Nota de crédito
319,P0019,5,10,10,January,2024,1059.5,190.71,1250.21,PEN,Procedió,Boleta
320,P0144,15,6,13,January,2025,524.04,94.33,618.37,PEN,Procedió,Boleta
321,P0038,8,5,25,January,2025,631.35,113.64,744.99,PEN,Procedió,Boleta
322,P0099,8,1,2,January,2024,90.02,16.2,106.22,PEN,Procedió,Boleta
323,P0063,14,10,10,January,2024,708.9,127.6,836.5,PEN,Procedió,Nota de crédito
324,P0110,13,9,4,January,2024,1695.6,0.0,1695.6,PEN,Anulado,Boleta
325,P0038,7,2,14,January,2025,252.54,45.46,298.0,PEN,Procedió,Factura
326,P0135,3,9,27,January,2025,1629.45,293.3,1922.75,PEN,Procedió,Factura
327,P0095,6,3,13,January,2025,438.69,78.96,517.65,PEN,Procedió,Nota de crédito
328,P0005,8,1,27,January,2024,166.16,29.91,196.07,PEN,Procedió,Nota de crédito
329,P0055,15,2,15,January,2025,62.94,0.0,62.94,PEN,Anulado,Boleta
330,P0119,12,7,18,January,2024,878.57,158.14,1036.71,PEN,Procedió,Factura
331,P0133,5,3,16,January,2024,28.38,5.11,33.49,PEN,Procedió,Factura
332,P0143,14,9,21,January,2025,879.48,158.31,1037.79,PEN,Procedió,Nota de crédito
333,P0088,1,7,27,January,2024,182.21,32.8,215.01,PEN,Procedió,Boleta
334,P0049,1,1,25,January,2025,99.42,17.9,117.32,PEN,Procedió,Factura
335,P0090,11,8,6,January,2024,1342.4,241.63,1584.03,PEN,Procedió,Boleta
336,P0087,6,7,8,January,2025,1044.4,187.99,1232.39,PEN,Procedió,Factura
337,P0124,2,6,12,January,2024,922.14,165.99,1088.13,PEN,Procedió,Boleta
338,P0032,14,6,15,January,2024,703.74,0.0,703.74,PEN,Anulado,Nota de crédito
339,P0095,12,10,7,January,2025,1462.3,263.21,1725.51,PEN,Procedió,Factura
340,P0026,3,6,30,January,2025,507.72,0.0,507.72,PEN,Anulado,Boleta
341,P0059,10,6,8,January,2025,550.74,99.13,649.87,PEN,Procedió,Factura
342,P0139,1,3,30,January,2024,191.07,34.39,225.46,PEN,Procedió,Boleta
343,P0117,9,6,16,January,2024,541.56,97.48,639.04,PEN,Procedió,Factura
344,P0088,3,6,23,January,2025,156.18,28.11,184.29,PEN,Procedió,Factura
345,P0040,9,7,11,January,2025,1383.9,249.1,1633.0,PEN,Procedió,Nota de crédito
346,P0102,12,6,21,January,2025,1197.0,215.46,1412.46,PEN,Procedió,Nota de crédito
347,P0134,8,8,10,January,2025,279.28,50.27,329.55,PEN,Procedió,Factura
348,P0026,4,6,11,January,2024,507.72,91.39,599.11,PEN,Procedió,Nota de crédito
349,P0007,5,2,25,January,2024,361.88,65.14,427.02,PEN,Procedió,Factura
350,P0134,2,8,23,January,2024,279.28,50.27,329.55,PEN,Procedió,Nota de crédito
351,P0064,14,10,11,January,2024,238.7,42.97,281.67,PEN,Procedió,Factura
352,P0085,10,4,20,January,2024,210.24,37.84,248.08,PEN,Procedió,Nota de crédito
353,P0083,7,7,12,January,2024,690.55,124.3,814.85,PEN,Procedió,Nota de crédito
354,P0041,4,6,3,January,2024,539.1,0.0,539.1,PEN,Anulado,Nota de crédito
355,P0044,11,8,14,January,2025,1148.24,0.0,1148.24,PEN,Anulado,Nota de crédito
356,P0142,7,8,21,January,2024,1250.64,225.12,1475.76,PEN,Procedió,Factura
357,P0099,12,1,2,January,2025,90.02,16.2,106.22,PEN,Procedió,Nota de crédito
358,P0077,14,10,22,January,2024,1377.3,247.91,1625.21,PEN,Procedió,Nota de crédito
359,P0097,5,4,17,January,2025,426.16,0.0,426.16,PEN,Anulado,Factura
360,P0045,14,10,8,January,2025,964.0,173.52,1137.52,PEN,Procedió,Factura
361,P0133,5,9,28,January,2024,85.14,15.33,100.47,PEN,Procedió,Nota de crédito
362,P0070,1,1,7,January,2025,94.46,17.0,111.46,PEN,Procedió,Nota de crédito
363,P0043,6,2,18,January,2024,16.48,2.97,19.45,PEN,Procedió,Factura
364,P0043,3,4,10,January,2025,32.96,5.93,38.89,PEN,Procedió,Boleta
365,P0130,10,8,17,January,2024,310.8,55.94,366.74,PEN,Procedió,Nota de crédito
366,P0057,10,6,10,January,2025,632.4,113.83,746.23,PEN,Procedió,Factura
367,P0116,14,7,3,January,2024,342.93,0.0,342.93,PEN,Anulado,Nota de crédito
368,P0129,6,3,13,January,2024,259.74,46.75,306.49,PEN,Procedió,Nota de crédito
369,P0064,10,5,27,January,2025,119.35,0.0,119.35,PEN,Anulado,Boleta
370,P0090,5,2,8,January,2024,335.6,60.41,396.01,PEN,Procedió,Factura
371,P0147,1,2,20,January,2025,37.68,6.78,44.46,PEN,Procedió,Nota de crédito
372,P0098,6,4,28,January,2024,459.68,82.74,542.42,PEN,Procedió,Nota de crédito
373,P0133,14,7,28,January,2024,66.22,0.0,66.22,PEN,Anulado,Nota de crédito
374,P0143,8,10,18,January,2025,977.2,0.0,977.2,PEN,Anulado,Boleta
375,P0055,12,3,9,January,2025,94.41,0.0,94.41,PEN,Anulado,Boleta
376,P0077,10,7,12,January,2025,964.11,173.54,1137.65,PEN,Procedió,Nota de crédito
377,P0120,7,10,2,January,2024,870.2,156.64,1026.84,PEN,Procedió,Boleta
378,P0005,4,3,7,January,2025,498.48,89.73,588.21,PEN,Procedió,Boleta
379,P0072,2,9,25,January,2024,336.06,60.49,396.55,PEN,Procedió,Boleta
380,P0133,6,6,12,January,2025,56.76,10.22,66.98,PEN,Procedió,Factura
381,P0122,2,4,19,January,2024,24.8,4.46,29.26,PEN,Procedió,Nota de crédito
382,P0082,13,10,11,January,2024,1002.1,180.38,1182.48,PEN,Procedió,Boleta
383,P0008,5,3,8,January,2025,568.32,102.3,670.62,PEN,Procedió,Nota de crédito
384,P0056,1,4,12,January,2024,354.08,0.0,354.08,PEN,Anulado,Nota de crédito
385,P0135,13,4,28,January,2024,724.2,0.0,724.2,PEN,Anulado,Factura
386,P0093,14,8,27,January,2025,566.88,102.04,668.92,PEN,Procedió,Boleta
387,P0132,3,5,5,January,2024,541.6,0.0,541.6,PEN,Anulado,Boleta
388,P0038,12,6,29,January,2025,757.62,136.37,893.99,PEN,Procedió,Boleta
389,P0102,6,3,18,January,2025,598.5,107.73,706.23,PEN,Procedió,Nota de crédito
390,P0116,1,2,12,January,2025,97.98,17.64,115.62,PEN,Procedió,Factura
391,P0096,9,8,15,January,2024,537.28,96.71,633.99,PEN,Procedió,Nota de crédito
392,P0019,4,6,14,January,2024,635.7,114.43,750.13,PEN,Procedió,Factura
393,P0132,5,6,2,January,2025,649.92,116.99,766.91,PEN,Procedió,Factura
394,P0022,15,5,5,January,2024,129.45,23.3,152.75,PEN,Procedió,Nota de crédito
395,P0100,4,1,10,January,2024,12.45,2.24,14.69,PEN,Procedió,Nota de crédito
396,P0143,2,9,10,January,2024,879.48,158.31,1037.79,PEN,Procedió,Factura
397,P0135,11,5,3,January,2024,905.25,162.94,1068.19,PEN,Procedió,Factura
398,P0055,14,1,18,January,2024,31.47,5.66,37.13,PEN,Procedió,Nota de crédito
399,P0027,6,9,2,February,2025,308.61,55.55,364.16,PEN,Procedió,Nota de crédito
400,P0109,7,3,20,February,2024,454.71,0.0,454.71,PEN,Anulado,Boleta
401,P0098,8,9,25,February,2024,1034.28,186.17,1220.45,PEN,Procedió,Nota de crédito
402,P0120,12,2,26,February,2025,174.04,31.33,205.37,PEN,Procedió,Boleta
403,P0122,1,10,19,February,2025,62.0,11.16,73.16,PEN,Procedió,Nota de crédito
404,P0128,1,8,19,February,2024,160.48,0.0,160.48,PEN,Anulado,Nota de crédito
405,P0099,4,1,20,February,2025,90.02,16.2,106.22,PEN,Procedió,Nota de crédito
406,P0118,13,5,25,February,2024,769.75,138.56,908.31,PEN,Procedió,Factura
407,P0140,6,10,25,February,2025,273.9,49.3,323.2,PEN,Procedió,Factura
408,P0043,12,5,14,February,2025,41.2,7.42,48.62,PEN,Procedió,Factura
409,P0096,15,3,16,February,2025,201.48,36.27,237.75,PEN,Procedió,Boleta
410,P0069,12,8,10,February,2025,50.16,9.03,59.19,PEN,Procedió,Factura
411,P0147,15,9,23,February,2025,169.56,30.52,200.08,PEN,Procedió,Nota de crédito
412,P0013,3,6,25,February,2024,470.04,84.61,554.65,PEN,Procedió,Nota de crédito
413,P0077,2,2,10,February,2025,275.46,49.58,325.04,PEN,Procedió,Factura
414,P0062,9,9,21,February,2025,1018.35,183.3,1201.65,PEN,Procedió,Factura
415,P0083,7,9,3,February,2025,887.85,0.0,887.85,PEN,Anulado,Factura
416,P0077,9,5,20,February,2024,688.65,123.96,812.61,PEN,Procedió,Factura
417,P0150,9,6,5,February,2024,692.94,124.73,817.67,PEN,Procedió,Nota de crédito
418,P0013,4,3,12,February,2025,235.02,42.3,277.32,PEN,Procedió,Factura
419,P0059,1,10,16,February,2024,917.9,165.22,1083.12,PEN,Procedió,Factura
420,P0129,10,2,14,February,2025,173.16,31.17,204.33,PEN,Procedió,Boleta
421,P0016,9,4,24,February,2025,764.56,0.0,764.56,PEN,Anulado,Factura
422,P0016,4,7,28,February,2024,1337.98,240.84,1578.82,PEN,Procedió,Nota de crédito
423,P0147,11,9,26,February,2025,169.56,30.52,200.08,PEN,Procedió,Boleta
424,P0081,13,4,17,February,2025,460.64,82.92,543.56,PEN,Procedió,Nota de crédito
425,P0071,10,9,27,February,2024,1424.79,256.46,1681.25,PEN,Procedió,Boleta
426,P0149,10,5,17,February,2025,334.65,60.24,394.89,PEN,Procedió,Factura
427,P0091,6,1,26,February,2024,22.9,0.0,22.9,PEN,Anulado,Nota de crédito
428,P0139,15,4,19,February,2024,254.76,45.86,300.62,PEN,Procedió,Boleta
429,P0132,3,5,19,February,2025,541.6,97.49,639.09,PEN,Procedió,Nota de crédito
430,P0024,2,10,4,February,2025,1575.3,283.55,1858.85,PEN,Procedió,Boleta
431,P0081,11,7,25,February,2025,806.12,145.1,951.22,PEN,Procedió,Boleta
432,P0125,7,7,8,February,2024,801.92,144.35,946.27,PEN,Procedió,Boleta
433,P0137,12,5,12,February,2025,123.05,22.15,145.2,PEN,Procedió,Boleta
434,P0055,12,8,23,February,2024,251.76,45.32,297.08,PEN,Procedió,Boleta
435,P0064,14,5,1,February,2025,119.35,21.48,140.83,PEN,Procedió,Factura
436,P0126,8,2,6,February,2024,254.56,0.0,254.56,PEN,Anulado,Nota de crédito
437,P0047,10,1,19,February,2024,121.72,0.0,121.72,PEN,Anulado,Factura
438,P0134,3,4,16,February,2024,139.64,25.14,164.78,PEN,Procedió,Boleta
439,P0047,9,4,3,February,2024,486.88,87.64,574.52,PEN,Procedió,Nota de crédito
440,P0064,2,9,23,February,2024,214.83,38.67,253.5,PEN,Procedió,Factura
441,P0138,2,7,14,February,2025,183.12,32.96,216.08,PEN,Procedió,Nota de crédito
442,P0035,15,6,23,February,2024,823.32,148.2,971.52,PEN,Procedió,Boleta
443,P0099,13,8,17,February,2024,720.16,129.63,849.79,PEN,Procedió,Boleta
444,P0049,10,5,10,February,2024,497.1,89.48,586.58,PEN,Procedió,Nota de crédito
445,P0106,11,3,7,February,2024,242.97,43.73,286.7,PEN,Procedió,Nota de crédito
446,P0079,4,4,12,February,2025,84.56,15.22,99.78,PEN,Procedió,Nota de crédito
447,P0102,3,1,27,February,2024,199.5,35.91,235.41,PEN,Procedió,Factura
448,P0013,7,9,21,February,2024,705.06,126.91,831.97,PEN,Procedió,Nota de crédito
449,P0092,9,7,12,February,2025,554.19,0.0,554.19,PEN,Anulado,Nota de crédito
450,P0014,14,4,2,February,2025,132.4,0.0,132.4,PEN,Anulado,Nota de crédito
451,P0039,4,6,19,February,2025,780.24,140.44,920.68,PEN,Procedió,Factura
452,P0077,4,5,11,February,2025,688.65,123.96,812.61,PEN,Procedió,Boleta
453,P0075,5,4,22,February,2024,782.68,140.88,923.56,PEN,Procedió,Factura
454,P0128,6,10,28,February,2025,200.6,36.11,236.71,PEN,Procedió,Factura
455,P0090,13,10,9,February,2025,1678.0,302.04,1980.04,PEN,Procedió,Factura
456,P0047,12,8,17,February,2024,973.76,175.28,1149.04,PEN,Procedió,Nota de crédito
457,P0031,1,10,17,February,2024,742.7,133.69,876.39,PEN,Procedió,Factura
458,P0049,12,10,11,February,2024,994.2,178.96,1173.16,PEN,Procedió,Boleta
459,P0054,4,4,19,February,2024,185.8,33.44,219.24,PEN,Procedió,Boleta
460,P0049,9,9,3,February,2025,894.78,161.06,1055.84,PEN,Procedió,Boleta
461,P0055,5,9,12,February,2025,283.23,50.98,334.21,PEN,Procedió,Factura
462,P0102,14,1,4,February,2024,199.5,35.91,235.41,PEN,Procedió,Boleta
463,P0002,11,1,2,February,2024,113.52,0.0,113.52,PEN,Anulado,Boleta
464,P0148,1,3,12,February,2024,254.07,0.0,254.07,PEN,Anulado,Factura
465,P0056,11,1,21,February,2025,88.52,15.93,104.45,PEN,Procedió,Boleta
466,P0091,9,7,5,February,2025,160.3,28.85,189.15,PEN,Procedió,Nota de crédito
467,P0068,15,3,19,February,2024,414.45,0.0,414.45,PEN,Anulado,Boleta
468,P0128,3,10,25,February,2024,200.6,36.11,236.71,PEN,Procedió,Boleta
469,P0002,2,1,10,February,2025,113.52,0.0,113.52,PEN,Anulado,Boleta
470,P0104,3,9,28,February,2025,198.27,35.69,233.96,PEN,Procedió,Boleta
471,P0076,1,1,18,February,2025,10.0,1.8,11.8,PEN,Procedió,Factura
472,P0100,10,3,2,February,2024,37.35,6.72,44.07,PEN,Procedió,Nota de crédito
473,P0086,3,9,14,February,2025,317.97,0.0,317.97,PEN,Anulado,Nota de crédito
474,P0062,3,8,7,February,2024,905.2,162.94,1068.14,PEN,Procedió,Factura
475,P0053,5,10,13,February,2024,1540.7,277.33,1818.03,PEN,Procedió,Nota de crédito
476,P0102,9,7,17,February,2024,1396.5,251.37,1647.87,PEN,Procedió,Nota de crédito
477,P0059,4,5,4,February,2024,458.95,82.61,541.56,PEN,Procedió,Boleta
478,P0019,3,5,24,February,2025,529.75,0.0,529.75,PEN,Anulado,Nota de crédito
479,P0039,10,1,18,February,2024,130.04,0.0,130.04,PEN,Anulado,Nota de crédito
480,P0002,10,1,6,February,2024,113.52,20.43,133.95,PEN,Procedió,Boleta
481,P0031,1,2,20,February,2024,148.54,26.74,175.28,PEN,Procedió,Nota de crédito
482,P0091,14,2,10,February,2024,45.8,8.24,54.04,PEN,Procedió,Factura
483,P0073,9,9,25,February,2024,84.78,15.26,100.04,PEN,Procedió,Factura
484,P0072,4,1,1,February,2025,37.34,0.0,37.34,PEN,Anulado,Nota de crédito
485,P0144,3,1,3,February,2025,87.34,15.72,103.06,PEN,Procedió,Factura
486,P0083,12,3,1,February,2024,295.95,53.27,349.22,PEN,Procedió,Factura
487,P0064,10,1,5,February,2024,23.87,0.0,23.87,PEN,Anulado,Nota de crédito
488,P0007,8,9,1,February,2025,1628.46,293.12,1921.58,PEN,Procedió,Boleta
489,P0111,2,1,7,February,2025,28.14,0.0,28.14,PEN,Anulado,Boleta
490,P0142,4,10,16,February,2024,1563.3,281.39,1844.69,PEN,Procedió,Nota de crédito
491,P0099,10,5,19,February,2025,450.1,0.0,450.1,PEN,Anulado,Nota de crédito
492,P0039,11,1,19,February,2024,130.04,23.41,153.45,PEN,Procedió,Nota de crédito
493,P0053,1,2,28,February,2024,308.14,55.47,363.61,PEN,Procedió,Nota de crédito
494,P0031,10,5,18,February,2025,371.35,66.84,438.19,PEN,Procedió,Nota de crédito
495,P0105,1,5,20,February,2024,686.85,123.63,810.48,PEN,Procedió,Nota de crédito
496,P0066,13,8,20,February,2025,1117.36,201.12,1318.48,PEN,Procedió,Nota de crédito
497,P0054,14,5,19,February,2024,232.25,0.0,232.25,PEN,Anulado,Boleta
498,P0058,10,4,12,February,2025,721.84,0.0,721.84,PEN,Anulado,Factura
499,P0048,5,7,23,February,2025,506.38,91.15,597.53,PEN,Procedió,Nota de crédito
500,P0058,6,6,19,February,2025,1082.76,0.0,1082.76,PEN,Anulado,Nota de crédito
501,P0125,11,9,1,February,2024,1031.04,0.0,1031.04,PEN,Anulado,Factura
502,P0114,10,10,21,February,2025,179.1,32.24,211.34,PEN,Procedió,Nota de crédito
503,P0150,9,6,12,February,2024,692.94,124.73,817.67,PEN,Procedió,Factura
504,P0027,8,6,27,February,2024,205.74,37.03,242.77,PEN,Procedió,Factura
505,P0012,4,3,20,February,2024,378.72,0.0,378.72,PEN,Anulado,Nota de crédito
506,P0004,13,6,11,February,2024,828.72,149.17,977.89,PEN,Procedió,Factura
507,P0111,10,8,21,February,2024,225.12,0.0,225.12,PEN,Anulado,Nota de crédito
508,P0044,8,4,27,February,2024,574.12,0.0,574.12,PEN,Anulado,Nota de crédito
509,P0133,9,7,3,February,2025,66.22,11.92,78.14,PEN,Procedió,Factura
510,P0004,4,1,25,February,2025,138.12,24.86,162.98,PEN,Procedió,Nota de crédito
511,P0134,2,1,2,February,2024,34.91,6.28,41.19,PEN,Procedió,Boleta
512,P0055,10,3,4,February,2024,94.41,16.99,111.4,PEN,Procedió,Nota de crédito
513,P0138,13,6,17,February,2024,156.96,28.25,185.21,PEN,Procedió,Nota de crédito
514,P0150,6,9,4,February,2025,1039.41,187.09,1226.5,PEN,Procedió,Nota de crédito
515,P0096,15,8,15,February,2024,537.28,96.71,633.99,PEN,Procedió,Boleta
516,P0095,4,9,1,February,2025,1316.07,236.89,1552.96,PEN,Procedió,Factura
517,P0138,14,8,13,February,2024,209.28,37.67,246.95,PEN,Procedió,Boleta
518,P0011,7,9,28,February,2024,368.1,66.26,434.36,PEN,Procedió,Factura
519,P0021,15,1,16,February,2025,32.94,5.93,38.87,PEN,Procedió,Nota de crédito
520,P0069,9,8,5,February,2025,50.16,9.03,59.19,PEN,Procedió,Boleta
521,P0031,6,6,1,February,2024,445.62,80.21,525.83,PEN,Procedió,Factura
522,P0143,9,1,15,February,2025,97.72,0.0,97.72,PEN,Anulado,Factura
523,P0095,6,7,5,February,2024,1023.61,184.25,1207.86,PEN,Procedió,Factura
524,P0045,10,8,19,February,2025,771.2,138.82,910.02,PEN,Procedió,Boleta
525,P0060,10,8,12,February,2025,1478.32,266.1,1744.42,PEN,Procedió,Boleta
526,P0092,3,4,20,February,2024,316.68,57.0,373.68,PEN,Procedió,Nota de crédito
527,P0106,5,9,26,February,2024,728.91,131.2,860.11,PEN,Procedió,Nota de crédito
528,P0028,1,3,26,February,2024,293.61,52.85,346.46,PEN,Procedió,Boleta
529,P0002,7,5,13,February,2024,567.6,102.17,669.77,PEN,Procedió,Factura
530,P0108,11,7,2,February,2024,270.48,48.69,319.17,PEN,Procedió,Boleta
531,P0090,8,7,11,February,2024,1174.6,211.43,1386.03,PEN,Procedió,Factura
532,P0094,13,2,28,February,2024,296.24,53.32,349.56,PEN,Procedió,Nota de crédito
533,P0061,15,8,16,February,2024,849.2,152.86,1002.06,PEN,Procedió,Nota de crédito
534,P0116,3,9,7,February,2025,440.91,79.36,520.27,PEN,Procedió,Nota de crédito
535,P0049,5,2,21,February,2025,198.84,0.0,198.84,PEN,Anulado,Factura
536,P0013,3,10,20,February,2025,783.4,0.0,783.4,PEN,Anulado,Nota de crédito
537,P0020,13,9,28,February,2024,50.13,9.02,59.15,PEN,Procedió,Factura
538,P0114,15,2,7,February,2025,35.82,6.45,42.27,PEN,Procedió,Factura
539,P0037,8,10,11,February,2024,877.6,157.97,1035.57,PEN,Procedió,Factura
540,P0106,10,6,26,February,2024,485.94,0.0,485.94,PEN,Anulado,Factura
541,P0104,1,8,24,February,2024,176.24,0.0,176.24,PEN,Anulado,Nota de crédito
542,P0050,7,9,11,February,2024,456.48,82.17,538.65,PEN,Procedió,Nota de crédito
543,P0091,1,4,25,February,2024,91.6,16.49,108.09,PEN,Procedió,Factura
544,P0074,8,8,12,February,2024,1530.32,275.46,1805.78,PEN,Procedió,Factura
545,P0052,11,7,1,February,2024,116.48,20.97,137.45,PEN,Procedió,Factura
546,P0148,5,5,17,February,2025,423.45,76.22,499.67,PEN,Procedió,Boleta
547,P0133,14,3,5,February,2024,28.38,5.11,33.49,PEN,Procedió,Boleta
548,P0146,13,8,21,February,2025,776.32,139.74,916.06,PEN,Procedió,Factura
549,P0074,9,7,18,February,2025,1339.03,241.03,1580.06,PEN,Procedió,Factura
550,P0081,6,2,25,February,2025,230.32,41.46,271.78,PEN,Procedió,Factura
551,P0020,5,10,18,February,2025,55.7,10.03,65.73,PEN,Procedió,Nota de crédito
552,P0097,7,10,25,February,2025,1065.4,191.77,1257.17,PEN,Procedió,Nota de crédito
553,P0028,11,4,23,February,2025,391.48,70.47,461.95,PEN,Procedió,Boleta
554,P0080,7,10,21,February,2024,708.0,127.44,835.44,PEN,Procedió,Factura
555,P0021,2,3,18,February,2025,98.82,17.79,116.61,PEN,Procedió,Nota de crédito
556,P0063,6,2,14,February,2025,141.78,25.52,167.3,PEN,Procedió,Boleta
557,P0025,10,10,3,February,2025,1990.1,358.22,2348.32,PEN,Procedió,Nota de crédito
558,P0148,6,6,27,February,2024,508.14,91.47,599.61,PEN,Procedió,Factura
559,P0126,15,6,1,February,2024,763.68,137.46,901.14,PEN,Procedió,Boleta
560,P0084,15,9,27,February,2025,1548.09,278.66,1826.75,PEN,Procedió,Nota de crédito
561,P0099,12,2,11,February,2024,180.04,32.41,212.45,PEN,Procedió,Factura
562,P0037,6,9,14,February,2025,789.84,142.17,932.01,PEN,Procedió,Factura
563,P0054,2,8,25,February,2025,371.6,66.89,438.49,PEN,Procedió,Nota de crédito
564,P0024,11,3,14,February,2025,472.59,85.07,557.66,PEN,Procedió,Boleta
565,P0070,12,8,11,February,2025,755.68,0.0,755.68,PEN,Anulado,Factura
566,P0005,13,10,15,February,2024,1661.6,0.0,1661.6,PEN,Anulado,Nota de crédito
567,P0019,13,3,3,February,2025,317.85,57.21,375.06,PEN,Procedió,Boleta
568,P0146,15,7,20,February,2025,679.28,122.27,801.55,PEN,Procedió,Nota de crédito
569,P0100,1,2,28,February,2025,24.9,0.0,24.9,PEN,Anulado,Nota de crédito
570,P0011,4,3,28,February,2025,122.7,22.09,144.79,PEN,Procedió,Nota de crédito
571,P0049,4,3,21,February,2024,298.26,53.69,351.95,PEN,Procedió,Boleta
572,P0130,10,4,19,February,2024,155.4,27.97,183.37,PEN,Procedió,Nota de crédito
573,P0044,9,7,23,February,2024,1004.71,180.85,1185.56,PEN,Procedió,Boleta
574,P0031,4,10,28,February,2025,742.7,0.0,742.7,PEN,Anulado,Nota de crédito
575,P0049,6,3,9,February,2024,298.26,53.69,351.95,PEN,Procedió,Boleta
576,P0095,1,7,12,February,2025,1023.61,184.25,1207.86,PEN,Procedió,Boleta
577,P0133,15,10,21,February,2025,94.6,0.0,94.6,PEN,Anulado,Nota de crédito
578,P0054,7,1,17,February,2025,46.45,0.0,46.45,PEN,Anulado,Nota de crédito
579,P0056,10,8,24,February,2025,708.16,127.47,835.63,PEN,Procedió,Nota de crédito
580,P0067,11,10,4,February,2025,304.5,54.81,359.31,PEN,Procedió,Nota de crédito
581,P0124,9,2,12,February,2025,307.38,55.33,362.71,PEN,Procedió,Factura
582,P0046,15,4,1,February,2024,108.0,19.44,127.44,PEN,Procedió,Factura
583,P0049,1,8,23,February,2024,795.36,143.16,938.52,PEN,Procedió,Factura
584,P0031,9,10,28,February,2025,742.7,133.69,876.39,PEN,Procedió,Factura
585,P0091,1,3,22,February,2025,68.7,12.37,81.07,PEN,Procedió,Boleta
586,P0069,14,4,16,February,2025,25.08,0.0,25.08,PEN,Anulado,Boleta
587,P0066,15,1,11,February,2024,139.67,25.14,164.81,PEN,Procedió,Nota de crédito
588,P0061,13,1,1,February,2025,106.15,19.11,125.26,PEN,Procedió,Boleta
589,P0108,14,3,12,February,2024,115.92,20.87,136.79,PEN,Procedió,Nota de crédito
590,P0099,14,7,5,February,2025,630.14,113.43,743.57,PEN,Procedió,Nota de crédito
591,P0118,2,5,22,February,2025,769.75,0.0,769.75,PEN,Anulado,Boleta
592,P0129,2,4,28,February,2024,346.32,62.34,408.66,PEN,Procedió,Factura
593,P0050,2,4,22,February,2025,202.88,36.52,239.4,PEN,Procedió,Nota de crédito
594,P0084,10,2,3,February,2024,344.02,0.0,344.02,PEN,Anulado,Nota de crédito
595,P0129,14,10,17,February,2025,865.8,155.84,1021.64,PEN,Procedió,Factura
596,P0090,1,7,2,February,2024,1174.6,211.43,1386.03,PEN,Procedió,Factura
597,P0029,9,7,27,March,2025,710.22,0.0,710.22,PEN,Anulado,Nota de crédito
598,P0082,9,10,30,March,2024,1002.1,180.38,1182.48,PEN,Procedió,Factura
599,P0149,10,4,19,March,2025,267.72,48.19,315.91,PEN,Procedió,Factura
600,P0022,3,3,20,March,2024,77.67,13.98,91.65,PEN,Procedió,Nota de crédito
601,P0118,8,10,25,March,2024,1539.5,277.11,1816.61,PEN,Procedió,Boleta
602,P0068,1,9,2,March,2025,1243.35,223.8,1467.15,PEN,Procedió,Boleta
603,P0047,15,1,19,March,2024,121.72,21.91,143.63,PEN,Procedió,Factura
604,P0001,5,6,29,March,2025,966.3,173.93,1140.23,PEN,Procedió,Boleta
